topic_id	tweet_id	score	run_id
covid-19	1237160250513522688	1.0136452e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237125962871037953	1.0343525e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237207721604235264	1.9828314e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237178597024108552	0.9999786	T1-eng-SSN_NLP-Transformer
covid-19	1237049051058561024	1.0143425e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237185090079383553	9.823275e-06	T1-eng-SSN_NLP-Transformer
covid-19	1237050222485868544	1.6031872e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237516104647315456	0.98660934	T1-eng-SSN_NLP-Transformer
covid-19	1237083404543418368	1.1114383e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237183270086942720	0.99991083	T1-eng-SSN_NLP-Transformer
covid-19	1237025880834281479	4.2407399999999997e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237036960562249728	0.9999866	T1-eng-SSN_NLP-Transformer
covid-19	1237018298488950784	0.0032154145	T1-eng-SSN_NLP-Transformer
covid-19	1237131378048684032	0.9999861999999999	T1-eng-SSN_NLP-Transformer
covid-19	1237019056139624449	0.9999646999999999	T1-eng-SSN_NLP-Transformer
covid-19	1237045226977603584	2.0577561e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237209114532630529	1.2542276e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237073768742293506	0.9999861999999999	T1-eng-SSN_NLP-Transformer
covid-19	1237333647771832320	1.008602e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237066141178236930	0.9999861999999999	T1-eng-SSN_NLP-Transformer
covid-19	1236999087112761344	3.4705154e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237206028569079810	1.5137778e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237325962733400064	1.11128575e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237195828189634560	0.99995184	T1-eng-SSN_NLP-Transformer
covid-19	1236947198971125761	0.9999775	T1-eng-SSN_NLP-Transformer
covid-19	1237117310151909381	8.0416954e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237128571988127744	0.0011289981	T1-eng-SSN_NLP-Transformer
covid-19	1237539504086347777	0.9999851999999999	T1-eng-SSN_NLP-Transformer
covid-19	1237089665875726336	3.1195894e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237162333589442560	4.0101e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237297931801243648	1.0151931e-05	T1-eng-SSN_NLP-Transformer
covid-19	1236996933610340359	3.7444854e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237013673836675073	3.2180475999999996e-05	T1-eng-SSN_NLP-Transformer
covid-19	1236911907027791873	1.0776037e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237512557088260097	0.99998707	T1-eng-SSN_NLP-Transformer
covid-19	1237226775148662784	1.01577425e-05	T1-eng-SSN_NLP-Transformer
covid-19	1236778356105981953	3.9735693e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237008932075384832	9.855828e-06	T1-eng-SSN_NLP-Transformer
covid-19	1237024603232493568	1.2031733999999998e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237144631269158912	9.821495e-06	T1-eng-SSN_NLP-Transformer
covid-19	1237485314060492801	0.005737786999999999	T1-eng-SSN_NLP-Transformer
covid-19	1237047469265084421	0.99998707	T1-eng-SSN_NLP-Transformer
covid-19	1237380914126217223	0.9999775	T1-eng-SSN_NLP-Transformer
covid-19	1237134158574620672	1.0869662000000001e-05	T1-eng-SSN_NLP-Transformer
covid-19	1236969339967934465	0.9999533000000002	T1-eng-SSN_NLP-Transformer
covid-19	1237032122684182528	0.99998707	T1-eng-SSN_NLP-Transformer
covid-19	1237294831589875712	1.0197702000000001e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237119895965483008	1.5251747e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237196898869678080	0.00011084856000000002	T1-eng-SSN_NLP-Transformer
covid-19	1237080655462350853	9.9341405e-06	T1-eng-SSN_NLP-Transformer
covid-19	1237279969287561217	1.0161045e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237121795670659072	6.380486e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237453577653604352	1.0052718e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237435123072667649	0.99998707	T1-eng-SSN_NLP-Transformer
covid-19	1237223105535381505	4.3052502999999996e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237591488126570498	0.99995995	T1-eng-SSN_NLP-Transformer
covid-19	1236982705604243457	1.2233917e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237430619858259969	0.99998045	T1-eng-SSN_NLP-Transformer
covid-19	1236911769546821633	9.997437999999999e-06	T1-eng-SSN_NLP-Transformer
covid-19	1237204874548457472	0.99998707	T1-eng-SSN_NLP-Transformer
covid-19	1236908728227512322	0.99998474	T1-eng-SSN_NLP-Transformer
covid-19	1236988267930832896	0.9990258	T1-eng-SSN_NLP-Transformer
covid-19	1237404343311179778	1.0119588e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237234567423107077	0.00023428584	T1-eng-SSN_NLP-Transformer
covid-19	1237015471532244993	1.0184583000000001e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237148966204125186	0.99998707	T1-eng-SSN_NLP-Transformer
covid-19	1236859724353716224	1.0493334e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237077057814908932	0.9999714	T1-eng-SSN_NLP-Transformer
covid-19	1237154985961496576	1.013019e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237426492826472448	1.0196429e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237195792043171841	1.01826e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237349974905688069	0.9999857	T1-eng-SSN_NLP-Transformer
covid-19	1237154750031953920	0.9999752000000001	T1-eng-SSN_NLP-Transformer
covid-19	1237028997344755721	0.9999866	T1-eng-SSN_NLP-Transformer
covid-19	1237523380380651520	0.99920523	T1-eng-SSN_NLP-Transformer
covid-19	1237095541776900096	1.2342363000000001e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237576863901290496	0.9999857	T1-eng-SSN_NLP-Transformer
covid-19	1237216806068051968	0.99998707	T1-eng-SSN_NLP-Transformer
covid-19	1236943377503064067	0.99998426	T1-eng-SSN_NLP-Transformer
covid-19	1237127885674237958	0.00019320278	T1-eng-SSN_NLP-Transformer
covid-19	1237179694815969280	1.0468236999999999e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237310312849735681	7.1292365e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237080922278821891	1.1392309e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237204569089867782	1.1874378999999999e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237223492841398272	0.9999395000000001	T1-eng-SSN_NLP-Transformer
covid-19	1237175429494181889	4.942311e-05	T1-eng-SSN_NLP-Transformer
covid-19	1236918862890713089	1.0293761e-05	T1-eng-SSN_NLP-Transformer
covid-19	1236707777327833094	1.8936643999999998e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237411280106881024	1.0855428e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237049835099959302	4.6450059999999995e-05	T1-eng-SSN_NLP-Transformer
covid-19	1236993397027745793	0.99996275	T1-eng-SSN_NLP-Transformer
covid-19	1237274332906356737	0.046073657000000004	T1-eng-SSN_NLP-Transformer
covid-19	1237512564902432768	2.7399186e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237106694188150784	1.0051711e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237212151967657984	2.6193802000000002e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237039035257769986	0.00018163487	T1-eng-SSN_NLP-Transformer
covid-19	1237049266498973696	1.0810694000000002e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237228762976129024	0.99998707	T1-eng-SSN_NLP-Transformer
covid-19	1237121558646267904	9.9514555e-06	T1-eng-SSN_NLP-Transformer
covid-19	1237137992478642182	3.467197e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237129564121231360	0.9999857	T1-eng-SSN_NLP-Transformer
covid-19	1237430518745985024	1.2100189e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237377670435852291	1.0051337999999999e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237392887060389888	2.6820697e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237220222458826752	1.0891701e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237455568853442565	1.0489963e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237356454945964034	0.99998	T1-eng-SSN_NLP-Transformer
covid-19	1237109361933156354	2.435094e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237123318811185152	3.35666e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237071771334889472	1.1362080000000001e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237382759812861952	0.33314720000000003	T1-eng-SSN_NLP-Transformer
covid-19	1237484091546705921	9.881832e-06	T1-eng-SSN_NLP-Transformer
covid-19	1237008486094921728	2.4841784e-05	T1-eng-SSN_NLP-Transformer
covid-19	1236987957405536256	0.9997021999999999	T1-eng-SSN_NLP-Transformer
covid-19	1236745013192732679	1.22998035e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237595955949490176	1.1783557000000001e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237182053843689474	0.99998474	T1-eng-SSN_NLP-Transformer
covid-19	1237271544440721408	9.929387e-06	T1-eng-SSN_NLP-Transformer
covid-19	1237566778873532417	1.0079933e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237167569246679040	0.9999823	T1-eng-SSN_NLP-Transformer
covid-19	1236982564503486465	1.1108205e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237538445213315074	4.8166195e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237058854615166976	6.7863715e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237404681724407811	0.99998707	T1-eng-SSN_NLP-Transformer
covid-19	1237360970428641281	1.2865299e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237039358215098371	0.99993086	T1-eng-SSN_NLP-Transformer
covid-19	1237494212175826945	1.0258139000000001e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237388429123637248	7.9013385e-05	T1-eng-SSN_NLP-Transformer
covid-19	1236907794181152769	1.1771326e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237173825395019778	9.752269e-06	T1-eng-SSN_NLP-Transformer
covid-19	1237237612391219200	9.84417e-06	T1-eng-SSN_NLP-Transformer
covid-19	1237067403219161091	1.6397917e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237384116141768704	9.805585e-06	T1-eng-SSN_NLP-Transformer
covid-19	1237005180199219203	9.981357e-06	T1-eng-SSN_NLP-Transformer
covid-19	1237031175979483136	1.2370078e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237094362544209920	0.9999814	T1-eng-SSN_NLP-Transformer
covid-19	1237063585580318720	0.9999786	T1-eng-SSN_NLP-Transformer
covid-19	1237159267070664705	0.99998707	T1-eng-SSN_NLP-Transformer
covid-19	1236972990492897281	1.0080636e-05	T1-eng-SSN_NLP-Transformer
covid-19	1237177675212640261	1.8200724e-05	T1-eng-SSN_NLP-Transformer
